Policy ID,Policyholder ID,Policy Type,Coverage Amount,Deductible,Premium Amount,Policy Start Date,Policy End Date,Name,Address,City,State,Zip,Age,Income,Credit Score,Property Type,Property Value,Square Footage,Year Built,Latitude,Longitude,Claim ID,Claim Date,Claim Type,Claim Amount,Claim Status,Number of Bedrooms,Number of Bathrooms,Roof Type,Construction Type,Proximity to Flood Zone,Proximity to Fire Station
POL0585,PH0585,Condo,359522,1087,1906,2020-09-19,2020-12-25,Mario Hernandez,"55074 Timothy Lane Suite 639
Kaitlynfort, MO 42597",Lake William,UT,33048,33,33203,672,Condo,431426.39999999997,1781,1905,-14.4239185,-52.404115,CLA0585,2020-09-28,Theft,2389,Open,2,2,Asphalt,Wood,Not Near,Not Near
POL0586,PH0586,Renters,301425,1032,1610,2023-08-08,2025-03-25,Jessica Miller,"34629 Heather Skyway Apt. 866
New Graceborough, ID 98649",Lake Christine,FL,02113,34,84912,697,Multi-Family,361710.0,1469,1985,-11.5996365,-165.706119,CLA0586,2024-11-07,Theft,12142,Closed,3,1,Asphalt,Brick,Not Near,Near
POL0587,PH0587,Condo,260573,1531,1455,2023-07-16,2026-11-27,Nicole Walters,"3044 Joseph Ramp
South Robertville, MN 44264",East Marissamouth,GA,46371,70,108075,648,Single Family,312687.6,1232,1923,58.0798985,11.840815,CLA0587,2023-09-02,Other,8429,Closed,4,2,Wood,Steel,Near,Not Near
POL0588,PH0588,Condo,622080,525,3162,2020-10-12,2027-01-05,Kimberly Miller,"669 Amber Dam
Craigtown, NH 19687",Stevenberg,AK,16481,51,100114,749,Single Family,746496.0,2075,1947,-72.907974,47.961702,CLA0588,2022-06-25,Other,4801,Open,2,2,Metal,Steel,Not Near,Not Near
POL0589,PH0589,Home,376853,1566,2040,2022-02-18,2023-08-09,Bernard Hawkins,"05870 Pennington Mews
Thompsontown, MA 59073",South Carolynfort,ID,74342,72,111480,745,Condo,452223.6,2339,1953,25.7138015,43.609080,CLA0589,2023-02-16,Fire,7736,Closed,2,2,Metal,Concrete,Near,Near
POL0590,PH0590,Renters,88480,1929,635,2022-07-09,2024-08-25,Allison Wyatt,"741 Tammy Courts
South Jeanneview, KS 75393",Kennethberg,AR,74353,50,54529,638,Single Family,106176.0,1874,1984,-76.7206755,-35.859869,CLA0590,2022-09-09,Fire,9846,Open,5,2,Tile,Concrete,Not Near,Not Near
POL0591,PH0591,Home,327690,1883,1826,2019-11-10,2029-03-07,Lucas Anderson,"5969 Hobbs Gardens Suite 557
Port Kristi, SD 25350",Tapiatown,MS,13068,69,70565,672,Multi-Family,393228.0,1116,1908,-88.075043,45.911122,CLA0591,2021-07-02,Other,22126,Open,4,1,Tile,Brick,Near,Near
POL0592,PH0592,Condo,251238,1157,1371,2021-11-24,2022-01-13,Jesse Green,"2879 Dale Walk Apt. 282
Cassandrachester, MI 69033",West Regina,WV,51535,65,86698,719,Single Family,301485.6,1673,2021,83.779557,32.584647,CLA0592,2021-12-22,Theft,15770,Closed,3,2,Tile,Wood,Near,Not Near
POL0593,PH0593,Condo,245399,1608,1387,2023-06-18,2027-04-02,Rebecca Beck,"7425 Jensen Parks
Jaclynborough, SC 52555",Woodchester,NM,75736,32,79832,770,Multi-Family,294478.8,2467,1980,-10.9927205,-164.661218,CLA0593,2025-10-09,Other,12973,Closed,4,3,Asphalt,Wood,Not Near,Not Near
POL0594,PH0594,Condo,469135,2258,2571,2021-03-05,2026-11-19,Christina Cohen,"595 Robert Neck
North Julie, MS 43396",Nortonstad,MA,31965,40,117090,678,Multi-Family,562962.0,2150,1996,-1.247404,79.387865,CLA0594,2024-03-13,Theft,9290,Closed,3,3,Wood,Brick,Not Near,Not Near
POL0595,PH0595,Condo,357839,1209,1910,2022-05-26,2025-07-12,Jon Smith Jr.,"9375 Meyer Common Suite 616
Port Davidmouth, WI 89043",New Maryburgh,CT,62447,46,55723,753,Condo,429406.8,2892,2022,73.111253,-96.200974,CLA0595,2025-05-14,Fire,16975,Open,3,3,Metal,Concrete,Near,Not Near
POL0596,PH0596,Condo,299251,1680,1664,2023-08-09,2026-08-09,Anna Wilson,"6290 Jennifer Ramp
Stephanieland, ID 82463",West Nancyborough,LA,92970,30,135991,733,Multi-Family,359101.2,2018,1987,-56.4265695,-66.802217,CLA0596,2026-07-16,Fire,20122,Open,1,1,Metal,Steel,Not Near,Not Near
POL0597,PH0597,Condo,488432,1512,2593,2020-12-16,2029-08-25,Eric Anderson,"071 Allen Inlet Suite 745
Maytown, AL 66704",West Joseph,ND,95438,42,88595,703,Multi-Family,586118.4,2176,1930,-25.9218125,-57.325993,CLA0597,2021-07-23,Other,7385,Closed,3,3,Metal,Brick,Near,Near
POL0598,PH0598,Home,347323,1565,1893,2021-02-13,2026-02-11,Alicia Clark,"536 Sheila Path
West Saraside, PA 94582",Port Davidside,VT,06707,71,47267,741,Condo,416787.6,1965,1926,56.5794535,166.215174,CLA0598,2024-11-12,Weather,3783,Closed,5,3,Metal,Brick,Not Near,Near
POL0599,PH0599,Renters,250888,1235,1377,2023-01-22,2026-08-17,Cindy Jordan,"3691 Mark Union
South Patricktown, IL 03291",Port Christopherville,MD,42745,54,34054,754,Multi-Family,301065.6,2027,1902,-14.205843,-102.727756,CLA0599,2023-08-03,Fire,3499,Open,2,1,Wood,Steel,Not Near,Near
POL0600,PH0600,Home,233743,1847,1353,2021-03-06,2022-10-22,Cassandra Wiggins,"549 Garcia Bypass Apt. 888
Christianfort, IN 45624",North Charlesstad,VT,53559,60,82613,671,Multi-Family,280491.6,2925,1964,50.898718,-128.109188,CLA0600,2021-11-28,Theft,6887,Open,2,1,Tile,Brick,Near,Near
POL0601,PH0601,Renters,420824,1243,2228,2020-04-15,2027-08-21,William Brown,"387 Larry Ridges
Port Sheilahaven, AK 33991",Port Johnville,VT,89314,33,62982,655,Single Family,504988.8,2244,1963,69.8984805,-73.496296,CLA0601,2024-11-03,Fire,6268,Closed,4,2,Asphalt,Brick,Near,Not Near
POL0602,PH0602,Home,222489,1253,1237,2021-10-27,2028-01-09,Eugene Peterson,"USCGC Elliott
FPO AP 48586",Port Erica,UT,30385,29,97229,650,Single Family,266986.8,2795,1962,31.4235685,16.986531,CLA0602,2025-09-07,Weather,9233,Open,1,2,Tile,Wood,Not Near,Not Near
POL0603,PH0603,Condo,456133,1483,2428,2020-12-15,2028-01-11,Erica Kelly,"74519 Victor Well Suite 494
Hannahtown, VA 87078",Johnmouth,IN,58270,44,30000,753,Multi-Family,547359.6,2169,2004,51.666821,-168.475053,CLA0603,2022-11-30,Weather,8025,Open,4,2,Metal,Wood,Near,Near
POL0604,PH0604,Home,295302,1587,1635,2023-04-26,2028-04-13,Joy Johnson,"5123 Thomas Road
New Thomas, TX 77415",East Pamelaview,PA,32483,42,100150,726,Multi-Family,354362.39999999997,1491,2009,-63.731329,-109.471271,CLA0604,2027-10-20,Theft,8317,Open,3,2,Metal,Wood,Near,Not Near
POL0605,PH0605,Home,351155,2257,1981,2022-12-20,2025-10-09,Brad Rivera,"5474 Jeremy Dam Apt. 033
East Cheryl, HI 42275",Lake Jeremyfort,AL,31822,56,86262,600,Single Family,421386.0,2163,1905,-43.579174,135.173167,CLA0605,2023-09-21,Weather,17017,Closed,5,2,Tile,Steel,Not Near,Not Near
POL0606,PH0606,Home,144053,2004,920,2021-11-23,2025-02-12,Jeremy Richards,"600 Christopher Crossing Suite 982
Lake Alexisfurt, NE 84325",North Timothy,WI,08984,40,102582,692,Single Family,172863.6,2252,1993,-42.582605,88.635081,CLA0606,2023-09-30,Theft,16812,Open,2,1,Wood,Concrete,Near,Not Near
POL0607,PH0607,Renters,459702,1178,2416,2021-05-28,2024-09-05,Laura Hughes,"USCGC Johnson
FPO AP 42470",New Richard,CO,27171,29,54020,666,Condo,551642.4,2388,1942,-81.882276,-174.766721,CLA0607,2024-06-09,Fire,6572,Closed,4,2,Tile,Wood,Near,Not Near
POL0608,PH0608,Home,308587,1451,1688,2020-07-21,2023-06-24,John Gray,"PSC 4966, Box 2936
APO AP 76490",Port Krystal,MN,60140,44,74725,650,Multi-Family,370304.39999999997,2809,1908,-81.162558,83.541231,CLA0608,2020-12-19,Other,5312,Closed,5,3,Wood,Concrete,Near,Not Near
POL0609,PH0609,Condo,298606,1374,1630,2020-06-11,2023-09-02,Angela Reyes,"2298 Cobb Valley Suite 855
Michelleland, IN 23183",West Michael,NJ,77981,55,67373,698,Single Family,358327.2,1783,2000,-52.5705925,-65.752372,CLA0609,2021-11-10,Theft,5685,Open,5,1,Wood,Brick,Near,Not Near
POL0610,PH0610,Condo,267360,1168,1453,2021-12-26,2028-08-06,Jamie Henry,"679 Henry Forges
Huntchester, VA 57466",Perryport,NC,15922,57,63380,702,Multi-Family,320832.0,1853,2009,86.9962875,-42.800299,CLA0610,2024-12-17,Other,16036,Open,4,1,Wood,Wood,Not Near,Not Near
POL0611,PH0611,Condo,328798,1916,1835,2021-10-01,2022-02-11,Linda Martin,"1096 Abigail Bypass Apt. 859
Lake Michael, MD 57290",Skinnerbury,DC,57184,53,61472,718,Multi-Family,394557.6,2301,1977,53.112250,171.649841,CLA0611,2021-11-13,Theft,16211,Closed,5,2,Metal,Steel,Near,Near
POL0612,PH0612,Home,366168,1369,1967,2023-01-22,2024-05-03,Paul Sims,"790 Cynthia Lake
Teresaside, NJ 41889",Port Charles,LA,53388,51,68894,761,Condo,439401.6,1789,1956,-34.0084465,3.358061,CLA0612,2023-09-14,Weather,1388,Open,2,1,Asphalt,Concrete,Not Near,Not Near
POL0613,PH0613,Home,377796,1297,2018,2023-04-18,2027-10-01,Laura Russell,"4349 Robbins Mountain
South Kristyshire, MN 73465",Johnsonside,TX,95378,66,63346,692,Multi-Family,453355.2,1990,2012,-49.6442335,52.056721,CLA0613,2025-09-23,Theft,500,Closed,1,2,Wood,Wood,Not Near,Not Near
POL0614,PH0614,Home,377163,1438,2029,2021-01-03,2026-10-11,Sheena Gates,"2739 Griffin Lane
East Tiffany, VT 66829",Transide,NY,21663,39,94209,647,Single Family,452595.6,1428,1938,36.223416,-45.272103,CLA0614,2021-10-04,Theft,500,Closed,3,2,Asphalt,Steel,Near,Not Near
POL0615,PH0615,Condo,327182,1012,1737,2021-01-04,2023-12-12,Kristin Hammond,"248 Brooke Corner Suite 788
West Amy, DE 64049",Rhodesville,OH,48915,74,51386,728,Condo,392618.39999999997,2160,2017,81.7691345,82.998359,CLA0615,2022-01-08,Fire,9088,Closed,4,3,Tile,Brick,Near,Near
POL0616,PH0616,Renters,480048,1510,2551,2020-12-31,2023-10-16,Kristen Bradley DDS,"2131 Ortega Lodge Apt. 052
Port Elizabethfort, AZ 43137",Port Christopher,AK,08046,45,69684,672,Single Family,576057.6,1000,1973,19.7541625,7.417003,CLA0616,2022-03-27,Theft,21174,Closed,3,2,Wood,Concrete,Near,Not Near
POL0617,PH0617,Home,303412,1234,1640,2021-01-06,2029-08-20,Henry Harrison,"1972 Stephanie Club
Byrdview, AZ 48341",Oliverport,AR,77961,54,30000,638,Multi-Family,364094.39999999997,1413,1946,-45.526067,-31.581007,CLA0617,2028-08-13,Fire,16020,Open,3,1,Tile,Brick,Near,Near
POL0618,PH0618,Home,316879,1143,1698,2020-12-15,2026-04-30,Scott Graham,"32526 Patrick Prairie Suite 727
Meganland, ME 32456",New Matthew,VA,31054,71,98036,731,Single Family,380254.8,2195,1938,27.2932375,55.405770,CLA0618,2025-02-16,Other,11637,Open,3,1,Metal,Wood,Not Near,Near
POL0619,PH0619,Condo,404551,1710,2193,2020-02-03,2021-07-31,Michele Curtis,"103 Johnson Fields Suite 753
Port Samuel, OK 51443",Geoffreyhaven,SD,76688,64,33887,635,Multi-Family,485461.19999999995,2638,1907,-50.510571,166.773989,CLA0619,2021-07-12,Weather,5697,Closed,4,1,Metal,Steel,Near,Not Near
POL0620,PH0620,Renters,266210,1454,1476,2022-11-07,2027-01-30,Aaron Sanchez,"582 Hansen Extensions
Lake Clinton, VT 47970",Davenportfort,MS,13113,26,60658,772,Condo,319452.0,2951,2018,-49.061417,-28.814264,CLA0620,2024-12-11,Weather,9565,Open,4,2,Wood,Wood,Not Near,Not Near
POL0621,PH0621,Renters,276182,1928,1573,2022-09-14,2029-03-24,Brad Brooks,"1290 Rose Forks Apt. 752
North Andre, LA 61218",South Stephenstad,KY,02725,71,90601,719,Condo,331418.39999999997,1501,2020,46.629262,-57.133705,CLA0621,2028-09-02,Weather,10272,Closed,2,1,Asphalt,Brick,Near,Near
POL0622,PH0622,Renters,360891,1168,1921,2019-10-12,2027-08-07,Tracy Rivera,"304 Carol Lock Apt. 109
Underwoodberg, NV 86198",Moorefurt,MN,49847,74,76597,746,Multi-Family,433069.2,2337,1944,0.548220,82.908375,CLA0622,2025-06-14,Other,6242,Open,4,2,Tile,Wood,Not Near,Near
POL0623,PH0623,Renters,233870,842,1253,2020-06-24,2024-03-11,Tammy Turner,"814 Michael Way
Thompsonshire, MO 83917",Lake Kimberly,TX,09791,54,58018,699,Single Family,280644.0,1750,2015,-39.029692,-79.827753,CLA0623,2023-12-02,Weather,7963,Open,3,1,Asphalt,Wood,Near,Not Near
POL0624,PH0624,Renters,298193,993,1590,2022-09-12,2023-12-10,James Martinez,"USNS Padilla
FPO AE 03808",West Vincent,LA,94284,38,125750,759,Multi-Family,357831.6,1599,2012,-48.9854155,-13.840033,CLA0624,2023-05-15,Other,11746,Open,3,1,Metal,Concrete,Near,Not Near
POL0625,PH0625,Renters,229571,1588,1306,2021-04-20,2025-05-05,Jason Roth,"Unit 0232 Box 1259
DPO AE 69662",Lake Heiditown,NY,88187,48,71264,647,Multi-Family,275485.2,1480,1972,0.1989725,-72.190381,CLA0625,2023-09-19,Other,8156,Open,1,3,Tile,Steel,Not Near,Near
POL0626,PH0626,Condo,254343,1877,1459,2022-05-03,2026-06-09,Anthony Erickson,"241 Smith Loaf Suite 538
Jeffreyhaven, MT 12070",Kimburgh,WI,54021,42,87180,714,Condo,305211.6,1833,1986,-25.0384805,57.670577,CLA0626,2022-08-12,Theft,12299,Open,4,3,Asphalt,Steel,Near,Not Near
POL0627,PH0627,Home,340472,1478,1850,2021-07-13,2027-12-16,Donna Woods,"Unit 2387 Box 5301
DPO AE 28458",Stevensland,RI,06152,57,58215,690,Multi-Family,408566.39999999997,2553,2001,-63.8830165,-1.250626,CLA0627,2027-05-04,Theft,14681,Closed,5,1,Wood,Wood,Not Near,Near
POL0628,PH0628,Condo,369987,500,1899,2020-01-23,2025-07-04,Michael Rosales,"7463 Karen Avenue Apt. 693
Cherylview, NE 81878",South Ashleyland,NC,39679,28,76547,702,Single Family,443984.39999999997,2306,2000,50.224589,101.516424,CLA0628,2022-05-18,Theft,11789,Open,2,1,Wood,Wood,Not Near,Near
POL0629,PH0629,Renters,465153,1284,2454,2021-11-08,2022-01-21,Trevor Thomas,"25372 Mitchell Spurs Suite 329
Lake Adrianstad, NH 79187",Alexanderfort,TX,99778,58,84229,728,Multi-Family,558183.6,3162,1971,76.7675645,-55.774469,CLA0629,2022-01-05,Other,15077,Open,1,1,Asphalt,Steel,Near,Near
POL0630,PH0630,Home,343673,1626,1880,2020-02-19,2023-06-13,Emily Carroll,"722 Stacey Ridges Suite 774
Barrytown, MN 48524",Willischester,NH,73885,70,30000,710,Single Family,412407.6,2455,2012,-48.949335,-143.858615,CLA0630,2021-03-25,Theft,11485,Open,3,3,Wood,Steel,Not Near,Not Near
POL0631,PH0631,Renters,263609,869,1404,2023-04-25,2025-10-20,Eric Russo,"3552 Payne Road
New Laura, MT 82208",North Pamela,ME,84648,55,102655,685,Multi-Family,316330.8,2059,1907,16.116753,116.762356,CLA0631,2023-07-03,Weather,3051,Open,3,2,Tile,Concrete,Near,Not Near
POL0632,PH0632,Condo,314981,2025,1777,2023-06-01,2029-01-13,Angel Brown,"500 Julie Road
New James, MS 57527",North Darrell,NM,82260,34,74572,754,Single Family,377977.2,1583,1989,66.070106,-155.622768,CLA0632,2024-07-21,Other,7726,Closed,4,3,Metal,Wood,Near,Not Near
POL0633,PH0633,Renters,190064,2051,1155,2021-05-09,2023-08-01,Theresa Carter,"7973 Ford Springs
Port Sharonland, MA 70397",Port Aimeehaven,WA,93779,29,41889,684,Condo,228076.8,1954,1939,84.196234,163.712556,CLA0633,2022-09-10,Weather,8257,Open,1,3,Wood,Brick,Not Near,Not Near
POL0634,PH0634,Renters,254516,2275,1500,2022-09-15,2029-05-14,Rebecca Sweeney,"226 Mora Springs
North Andrewton, NJ 60298",Danielfurt,NV,18496,33,30000,744,Multi-Family,305419.2,1851,1955,5.759134,5.379542,CLA0634,2025-09-10,Weather,9549,Closed,2,3,Wood,Steel,Not Near,Near
POL0635,PH0635,Condo,405565,978,2125,2022-07-04,2023-01-27,Tina Rosario,"988 Mitchell Manor Apt. 686
Mooreport, UT 77221",Lake Jennifer,OH,33415,71,62629,705,Condo,486678.0,2105,1967,11.4899485,133.801436,CLA0635,2022-09-21,Weather,12026,Open,4,2,Metal,Brick,Not Near,Not Near
POL0636,PH0636,Condo,355521,1717,1949,2023-05-28,2025-03-19,Joshua Smith,"421 Kathy Mountains Apt. 399
Candicestad, ID 19481",Danielbury,DC,26261,66,111532,736,Single Family,426625.2,1696,1951,0.9257855,128.942859,CLA0636,2024-12-23,Weather,9644,Closed,5,1,Metal,Concrete,Near,Not Near
POL0637,PH0637,Home,340551,1783,1881,2023-07-22,2024-04-20,Lauren Miller,"3263 Anderson Shores
Lopezton, WI 99290",Haletown,VA,26811,26,57840,657,Condo,408661.2,2245,1941,-37.6851665,62.945854,CLA0637,2024-03-25,Weather,2544,Open,2,3,Wood,Brick,Near,Not Near
POL0638,PH0638,Condo,239957,1484,1348,2020-02-05,2022-03-02,Brenda Smith,"854 Joy Centers
East Ericashire, NM 15905",Sanchezborough,LA,99184,60,30000,763,Single Family,287948.39999999997,1848,1952,-27.401966,7.598786,CLA0638,2020-05-31,Fire,13027,Closed,2,1,Metal,Wood,Not Near,Not Near
POL0639,PH0639,Condo,321171,1830,1788,2022-06-29,2029-06-22,Angel Hernandez,"1648 Samantha Grove Apt. 536
Jasontown, WY 53764",Lake Jenniferberg,DE,43160,58,30000,694,Single Family,385405.2,1970,1965,-30.517861,31.656242,CLA0639,2024-08-21,Other,16978,Open,5,3,Tile,Brick,Near,Not Near
POL0640,PH0640,Renters,363519,1767,1994,2021-08-01,2023-08-24,Nathan Murphy,"USCGC Davis
FPO AP 08758",Port Frankfort,MD,15564,35,82980,650,Condo,436222.8,2410,1924,-70.8217545,101.521418,CLA0640,2021-12-28,Fire,21937,Closed,4,3,Asphalt,Concrete,Not Near,Near
POL0641,PH0641,Condo,287489,1227,1560,2020-09-22,2024-03-26,Maria Thompson,"410 Shane Throughway Apt. 697
New Jessica, CT 03354",Vincentport,OK,34294,45,79510,754,Multi-Family,344986.8,2348,1940,41.332480,40.439737,CLA0641,2021-03-26,Other,3397,Open,4,1,Asphalt,Brick,Near,Near
POL0642,PH0642,Condo,575202,1788,3054,2021-08-13,2025-03-03,Brenda Dean,"Unit 6333 Box 3190
DPO AP 55162",Simpsonburgh,GA,19415,63,81722,645,Single Family,690242.4,1698,1988,-40.037159,-96.603341,CLA0642,2025-01-03,Other,13551,Open,5,3,Tile,Steel,Not Near,Near
POL0643,PH0643,Condo,279248,1205,1516,2022-08-19,2028-07-28,Mark Myers,"245 Terry Walks
Oscarton, AK 04008",Martinfort,SD,42357,66,30000,638,Single Family,335097.6,1424,1981,65.2077005,121.772779,CLA0643,2024-05-11,Fire,7810,Open,5,3,Metal,Concrete,Near,Near
POL0644,PH0644,Condo,322446,1925,1804,2023-07-22,2024-08-19,Alexander Copeland,"Unit 5221 Box 1394
DPO AA 64900",Lake Julia,RI,54484,65,70760,696,Condo,386935.2,1000,1978,40.7548575,87.997638,CLA0644,2023-10-27,Other,10959,Open,2,2,Wood,Concrete,Near,Near
POL0645,PH0645,Renters,196092,1185,1098,2020-02-09,2021-12-20,Joseph Navarro,"924 Ortega Junctions
New Nicholastown, CT 46297",Stephanieborough,DC,37362,37,80476,688,Multi-Family,235310.4,1583,2022,-6.0286215,113.625913,CLA0645,2020-07-17,Theft,11504,Closed,3,3,Wood,Steel,Not Near,Near
POL0646,PH0646,Home,266606,1996,1532,2019-11-17,2022-12-19,Richard Davis,"946 Jones Cliffs
Justinshire, WY 47807",Petersonfurt,CO,67683,42,49627,656,Condo,319927.2,2197,1998,-11.919319,-155.179772,CLA0646,2020-04-02,Weather,10544,Closed,5,3,Metal,Concrete,Near,Near
POL0647,PH0647,Renters,346702,1774,1910,2021-05-06,2023-05-28,Kirk Flores,"289 Jessica Shoal
New Laurenton, AZ 32079",Wrightfort,OK,76943,32,83737,685,Condo,416042.39999999997,1820,1953,56.960141,174.994100,CLA0647,2022-02-25,Fire,17554,Open,1,3,Wood,Wood,Not Near,Not Near
POL0648,PH0648,Condo,215104,1236,1199,2021-01-10,2025-01-13,Regina Robinson,"35430 Cynthia Pine
East Ambershire, WA 96974",Kennethland,SC,61941,66,62983,738,Single Family,258124.8,1417,1984,78.5657185,119.137973,CLA0648,2022-06-01,Fire,5937,Open,2,3,Tile,Brick,Not Near,Not Near
POL0649,PH0649,Home,156875,542,838,2023-01-26,2027-09-27,Sara Davis,"722 Black Well
Port Mariochester, WA 36108",Jessicachester,ID,48448,64,130498,737,Single Family,188250.0,1613,1948,15.531136,-68.933717,CLA0649,2024-05-05,Weather,1659,Closed,1,2,Asphalt,Brick,Near,Not Near
POL0650,PH0650,Condo,308181,1675,1708,2023-05-09,2029-02-06,Connie Murphy,"654 Bird Vista Apt. 540
Robertborough, NH 50372",New James,AR,02679,55,89615,613,Condo,369817.2,2605,1988,54.0133185,-168.061788,CLA0650,2028-03-30,Other,8128,Open,3,2,Wood,Wood,Not Near,Not Near
POL0651,PH0651,Renters,439089,1358,2331,2021-07-27,2023-03-01,Toni Davis,"141 Hutchinson Ville Suite 720
Alisonview, DC 69128",Lake Gabriela,DE,38052,32,64127,692,Multi-Family,526906.7999999999,2083,2001,56.271506,125.546575,CLA0651,2022-03-11,Fire,8238,Open,3,2,Asphalt,Brick,Near,Not Near
POL0652,PH0652,Renters,113000,2514,816,2020-06-09,2020-11-19,Angelica Vaughn,"606 Johnson Port Suite 953
East Madison, FL 26462",New Juan,OR,71814,73,92173,687,Multi-Family,135600.0,1834,1922,58.206116,-93.900608,CLA0652,2020-08-17,Theft,8159,Closed,5,3,Metal,Brick,Not Near,Not Near
POL0653,PH0653,Home,402280,863,2097,2019-10-30,2024-03-29,Bryan Kennedy,"99360 Thomas Keys
East Troymouth, OR 71621",Jenniferport,NC,18498,73,93362,773,Condo,482736.0,2277,1917,-69.255529,39.649551,CLA0653,2020-08-12,Weather,19361,Closed,5,2,Wood,Concrete,Near,Not Near
POL0654,PH0654,Condo,354104,2182,1988,2020-02-29,2028-09-25,Eric Wyatt,"76499 Benjamin Coves Apt. 843
West Angela, ID 50761",Riveraview,ID,17209,74,60986,727,Single Family,424924.8,2492,1985,-15.5286415,-100.244207,CLA0654,2025-05-10,Weather,8309,Open,5,1,Asphalt,Wood,Near,Not Near
POL0655,PH0655,Home,397892,1941,2183,2021-11-05,2025-01-03,Alexander White,"53560 Michael Crest
Powellberg, AR 60012",Hahnhaven,RI,59704,71,38016,714,Single Family,477470.39999999997,2470,1933,18.978495,22.370281,CLA0655,2024-12-19,Theft,10904,Closed,4,1,Wood,Wood,Not Near,Near
POL0656,PH0656,Renters,326571,1468,1779,2022-10-04,2023-07-06,Beth Buck,"7435 Kevin Trail Suite 545
Port Phyllis, MS 63712",Port Sandra,AK,95148,74,87331,707,Condo,391885.2,2185,2013,-38.3860195,-73.014619,CLA0656,2022-12-10,Weather,11183,Closed,3,2,Tile,Wood,Not Near,Near
POL0657,PH0657,Condo,169698,2244,1072,2022-08-13,2025-05-29,Joseph Griffith,"78071 Evans Extension Apt. 014
Fitzpatrickside, OK 88128",North Williamburgh,NV,66118,45,61841,755,Single Family,203637.6,2013,2003,-27.0692785,154.605968,CLA0657,2023-09-26,Theft,7040,Open,3,1,Tile,Concrete,Near,Not Near
POL0658,PH0658,Renters,89014,1373,582,2019-11-24,2029-01-04,Tammy Jones,"1767 Brown Crescent Apt. 249
Wilsonview, WA 73093",Scottbury,NV,90489,40,93774,653,Single Family,106816.8,2523,1979,76.7402995,-177.821525,CLA0658,2028-10-05,Fire,7172,Open,1,2,Metal,Brick,Not Near,Near
POL0659,PH0659,Renters,283688,673,1485,2020-04-07,2027-08-27,Scott Thomas,"1613 Smith Trail Suite 173
South Danielfurt, MD 62178",South Anthony,WI,13277,42,93911,680,Multi-Family,340425.6,2461,2018,-45.794217,-27.855100,CLA0659,2024-12-09,Theft,13818,Closed,3,1,Wood,Brick,Near,Not Near
POL0660,PH0660,Renters,93694,1699,638,2023-02-18,2024-07-21,Patrick Lewis,"71009 Andrea Forges
Matthewsshire, LA 11815",Port Nancyburgh,WA,08790,61,30000,668,Condo,112432.8,2159,2007,38.9481705,-177.026020,CLA0660,2023-07-17,Theft,4364,Closed,3,2,Metal,Brick,Near,Near
POL0661,PH0661,Home,432835,1836,2347,2019-09-21,2026-01-30,Cindy Walker,"67974 Matthew Springs
Dennisstad, CA 34757",Williamsbury,SD,44320,52,65969,718,Condo,519402.0,2324,1921,-55.376133,124.776681,CLA0661,2024-07-07,Other,10046,Closed,4,1,Tile,Brick,Near,Near
POL0662,PH0662,Renters,338871,1510,1845,2023-04-28,2026-08-13,Kathy Lane,"5138 Gomez Parks Apt. 279
West Leslie, DE 69861",Underwoodton,OK,71624,57,64839,848,Condo,406645.2,2508,1995,74.4004555,98.898747,CLA0662,2023-09-03,Other,18003,Closed,5,1,Wood,Steel,Near,Near
POL0663,PH0663,Condo,404476,2320,2254,2023-07-02,2024-09-27,Robin Hernandez,"Unit 5692 Box 9812
DPO AE 48032",East Joseph,WI,10849,38,62378,794,Multi-Family,485371.19999999995,2143,1990,3.8462795,81.718965,CLA0663,2023-08-06,Fire,10653,Closed,4,3,Tile,Brick,Not Near,Near
POL0664,PH0664,Condo,327758,1610,1799,2020-06-10,2021-06-09,Lisa Gonzalez,"817 Hernandez Extensions
Jamesmouth, AK 86415",East Jason,ND,93102,60,51434,624,Single Family,393309.6,1837,2010,-2.892035,-59.868108,CLA0664,2020-09-19,Fire,13148,Open,4,1,Asphalt,Steel,Near,Not Near
